암호화요양기호,주소
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQyIyQ3IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,"경기도 성남시 수정구 산성대로 237-1, (신흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQxMyQyNjE4MzIjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 황새울로342번길 15, 801호 (서현동, 은성빌딩)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 판교역로146번길 20, 10층 (백현동, 현대백화점)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 황새울로351번길 10, 여암빌딩 2층 (서현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ3OSQzNjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 산성대로 259, 3층 일부호 (신흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 판교역로 231, 에이치스퀘어 에스동 127호 (삼평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 수정로 69, 대명빌딩 6층 (태평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,"경기도 성남시 수정구 위례광장로 300, 창곡동 509번지 509,601,613~617,620호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4MiQyNjE4MzIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 분당로 43, 2층 일부호 (서현동, 나우빌딩)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ5MiQyNjEyMjIjNTEjJDEjJDYjJDgz,"경기도 성남시 수정구 공원로 322, 211호 (신흥동, 신동아파라디움)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ3MiQzNjE4MzIjODEjJDEjJDYjJDgz,"경기도 성남시 수정구 청계산로 689, 3층 302호 (고등동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ4OSQzNjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 성남대로926번길 6, 515,516호 (야탑동, 대덕프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 산성대로 267, 401~405,432~435호 (신흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQxMyQzNjE4MzIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 황새울로342번길 23, 5층 2-1호 (서현동, 기영프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로 32, 보명프라자 3층 301호, 302호, 303호 (구미동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQyIyQzIyQwMCQyNjE4MzIjNTEjJDEjJDYjJDgz,"경기도 성남시 분당구 성남대로 349, 403호 (정자동, 시그마타워)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 대왕판교로606번길 58, 2-18호 2-19B호 (삼평동, 판교푸르지오월드마크)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 정자일로 227, 501~502호 601호 (정자동, 백궁지엔느)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 수정로 141-1, 7층 (태평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 수정로 174, 진영빌딩 2층 (신흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ4MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 중원구 광명로 299, 행림빌딩 2층 (금광동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 운중로 237, 2층 (판교동)"
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 중원구 산성대로 360, 3층 (중앙동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ5OSQ0NjE0ODEjODEjJDEjJDIjJDgz,"경기도 성남시 분당구 운중로 118, 스타타워 302호 (운중동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 백현로101번길 12, 302호 (수내동, 세인프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQyIyQ5IyQwMCQzNjEyMjIjNTEjJDEjJDYjJDgz,"경기도 성남시 수정구 산성대로 247, 4층 (신흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ2MiQyNjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 서현로210번길 17, 광림플라자 4층 401~402호 (서현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ2MiQzNjE0ODEjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 정자일로 121, 제상가동 2층 제에이치-07호 (정자동, 더샵스타파크)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로 165, 천사의도시1 오피스텔 2층 230호 및 231-1호 (금곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ3MiQyNjEwMDIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로779번길 26, 서안빌딩 2,3층 (이매동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ5MiQyNjE4MzIjNTEjJDEjJDYjJDgz,"경기도 성남시 중원구 성남대로1148번길 2, 소평빌딩 4층 일부호 (성남동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,"경기도 성남시 수정구 수정로 141-1, 8층 (태평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ4MiQyNjEyMjIjNTEjJDEjJDIjJDgz,"경기도 성남시 수정구 산성대로 267, 5층 525호~529호 (신흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQwMyQzNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 분당내곡로 131, 2층 일부(17)호 (백현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQyIyQ1IyQwMCQyNjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 백현로101번길 22, 3층 (수내동, 성남농협)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,"경기도 성남시 중원구 양현로 409, 어반스퀘어 7층 701~706호 (여수동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjODEjJDEjJDIjJDgz,"경기도 성남시 수정구 제일로 157, 2층 (수진동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,"경기도 성남시 중원구 둔촌대로 84, 404,405,406호 (성남동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,"경기도 성남시 분당구 서현로 204, 302호 (서현동, 엘지분당에클라트2차)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 성남대로331번길 3-3, 젤존타워III 505, 506, 507호 (정자동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3MiQyNjE0ODEjODEjJDEjJDIjJDgz,"경기도 성남시 분당구 운중로 142, 판교메디칼타워 402, 403호 (운중동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz,"경기도 성남시 중원구 산성대로 380, 5층 (금광동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ4MiQzNjE0ODEjODEjJDEjJDIjJDgz,"경기도 성남시 분당구 판교역로 184, 1002호 (삼평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 불정로376번길 7, 건일빌딩 201호 (서현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ4MiQyNjEwMDIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 장미로 78, 210호 (야탑동, 시그마3)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 중원구 광명로 5, 6층 (성남동, 성남동메디칼센타)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQyIyQxIyQwMCQzNjE0ODEjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 판교역로 235, 에이치스퀘어 엔동 N동 203호 (삼평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5MiQyNjE4MzIjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 서현로 204, 402,403호 (서현동, 엘지에클라트2)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQwMyQzNjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 중원구 산성대로 352, 4층 (중앙동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNTEjJDEjJDYjJDgz,"경기도 성남시 분당구 정자일로 100, 2층 206, 207호 (정자동, 미켈란쉐르빌)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ2MiQzNjEyMjIjNjEjJDEjJDgjJDgz,"경기도 성남시 중원구 양현로 409, 어반스퀘어 6층 603호 일부604~606호 (여수동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 황새울로335번길 5, 203호 (서현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQzNjE4MzIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 성남대로 32, 보명프라자 202~204호, 702호, 703호 (구미동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ4OSQzNjE4MzIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 돌마로 482, 주영빌딩 4층 (서현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjEyMjIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로343번길 12-2, 5층 (정자동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQwMyQyNjEyMjIjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 분당내곡로 131, 지하 1층 일부호 (백현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz,"경기도 성남시 수정구 위례동로 153, 에이플타워 5층 509호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,"경기도 성남시 중원구 양현로 469, 3층 302호 (여수동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 내정로 170, 동신파크빌딩 4층 1호, 2호, 3호 (수내동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,"경기도 성남시 중원구 양현로 409, 어반스퀘어 501~506호 (여수동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,"경기도 성남시 중원구 성남대로 1132, 모란역 센트럴스퀘어 401~403호 (성남동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjEyMjIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 돌마로366번길 42, 303-A2호 (수내동, 동한프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjE4MzIjODEjJDEjJDYjJDgz,"경기도 성남시 수정구 산성대로 267, 223-230호 (신흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ5MiQ0NjE0ODEjODEjJDEjJDYjJDgz,"경기도 성남시 수정구 수정로 208, 302,303호 (신흥동, 메드위즈)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQwMyQzNjE0ODEjNTEjJDEjJDYjJDgz,"경기도 성남시 분당구 정자로 88, 성심빌딩 2층 일부호 (정자동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz,"경기도 성남시 수정구 위례광장로 300, 창곡동 509번지 8층 814,815호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQyIyQxIyQwMCQzNjE4MzIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 410호 (야탑동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ3MiQ0NjEwMDIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 분당내곡로 131, 2층 일부(15-1)호 (백현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 미금로 39, 204호 (구미동, 로얄프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 서현로210번길 2, 5층 일부호 (서현동, 성지하이츠텔)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 판교대장로 84, 펠리씨티-1 3층 303호 (대장동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로331번길 3-3, 젤존타워III 801,802,806호 (정자동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjODEjJDEjJDIjJDgz,"경기도 성남시 분당구 서현로210번길 20, 4층 403-2호 (서현동, 코코프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,"경기도 성남시 중원구 산성대로372번길 13, 2층 (금광동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 수정로 116, 2층 (수진동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ5OSQyNjE4MzIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 구미로173번길 47, 서울시니어스분당타워 비101, 비102호 (구미동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 판교대장로 84, 펠리씨티-1 지상3층 301호, 305호, 306호 (대장동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,"경기도 성남시 중원구 성남대로 1129, 하나빌딩 4층5층 일부호 (성남동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQyIyQ3IyQwMCQzNjE4MzIjNDEjJDEjJDQjJDgz,"경기도 성남시 중원구 성남대로 1126, 메가프라자 2층 204호 (성남동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 미금로 43, 4층 (구미동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로 151, 분당엠코헤리츠 208,209호 (구미동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjEwMDIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 성남대로 349, 시그마타워 3층 (정자동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 창업로 17, E동 201호 (시흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ4MiQyNjE0ODEjNTEjJDEjJDIjJDgz,"경기도 성남시 수정구 위례광장로 310, 우성트램타워 A동 501,502호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjE4MzIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 분당내곡로 131, 판교테크원 2층 일부호 (백현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjE4MzIjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 동판교로 61, 302호 (백현동, 자유퍼스트프라자2)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjNjEjJDEjJDAjJDgz,"경기도 성남시 수정구 수정로 69, 대명빌딩 2,4층 (태평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQwMyQyNjE4MzIjNTEjJDEjJDYjJDgz,"경기도 성남시 분당구 정자일로 1, 코오롱트리폴리스1 2층 223,224호 (금곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,"경기도 성남시 수정구 산성대로 531, 6,7층 (양지동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 위례광장로 104, 위례 한화 오벨리스크 센트럴스퀘어 2259,2260,2261호 (창곡동)"
JDU4MTI3MSM1MSMkMSMkMCMkNzIkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNzEjJDEjJDgjJDgz,"경기도 성남시 중원구 광명로 333, 서광빌딩 4층 (금광동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjEyMjIjNTEjJDEjJDYjJDgz,"경기도 성남시 수정구 창업로 17, F동 304호 (시흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 판교대장로6길 10, 305~308호 (대장동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEwMDIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 운중로 142, 판교메디칼타워 502, 503호 (운중동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 내정로17번길 2, 4011호 (정자동, 한솔프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 돌마로366번길 42, 2층 (수내동, 동한프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,"경기도 성남시 수정구 산성대로 305, 219-224호 (신흥동, 삼부르네상스파크Ⅱ)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz,"경기도 성남시 수정구 수정로 341, 산성역포레스티아아파트 동문상가동 301,302호 (신흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 중원구 은이로5번길 1, 건영빌딩 5층 (은행동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ2MiQzNjEyMjIjNTEjJDEjJDIjJDgz,"경기도 성남시 중원구 광명로 2, 3층 (성남동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 백현로101번길 23, 501~502호 (수내동, 미도프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,"경기도 성남시 중원구 광명로 355, 2층 (금광동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ5OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 판교역로 178, 301호,302호 (삼평동, 서건타워)"
JDU4MTI3MSM1MSMkMSMkMCMkNzIkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 위례광장로 328, 우성위례타워 3층 301호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 성남대로926번길 6, 야탑 대덕프라자 4층 402호 (야탑동)"
JDU4MTI3MSM1MSMkMSMkMCMkNzIkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjE4MzIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 판교대장로 84, 펠리씨티-1 201호 (대장동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQwMyQyNjEyMjIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 대왕판교로606번길 41, 프라임스퀘어 403,404호 (삼평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 정자로 88, 성심빌딩 2층 (정자동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ5OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 돌마로 482, 주영빌딩 2층 (서현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,"경기도 성남시 분당구 정자일로198번길 15, 제나프라자 106~108호,110호 (정자동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 성남대로925번길 16, 성남(분당)여객자동차터미널 지상2층 106,107,108호 (야탑동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE4MzIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 406, 407호 (야탑동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQwMyQzNjE4MzIjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 돌마로 47, 이코노샤르망 312,313,314호 (금곡동)"
